h,s,v,r,g,b
264.66584673886604,65.37031775852017,78.7887525670769,124,70,201
353.70498490920477,52.351562037085884,62.0208137626723,158,75,84
39.042663845402785,6.750743619073951,75.85731847093416,193,189,180
126.83927543124518,4.990426799230008,47.2986831660827,115,121,115
180.43104015963132,33.20154782687781,8.001950361034883,14,20,20
286.8859851312649,12.812185623838479,82.36492005366851,204,183,210
165.4397571894696,74.68524117009127,17.286456801523386,11,44,36
1.071405427161345,26.222509907803214,13.57711684777052,35,26,26
156.19449052831348,21.64211241722651,55.00389032778894,110,140,128
143.24790186485336,53.34276922300598,40.95642280139214,49,104,70
175.04531471552139,65.98926866764315,77.46089068373954,67,198,187
257.62550983876736,14.018413133456908,8.096428506631238,19,18,21
60.69621030634333,61.28616983106052,91.86721403357221,233,234,91
229.05720234854397,14.189795627772783,98.64611079637702,216,222,252
123.15401353976748,69.03250565458347,29.00894779649441,23,74,26
249.130443722274,13.543305174986543,73.99310397988641,167,163,189
207.2671663481686,55.9839451365435,72.74666716109894,82,138,186
268.392861208979,77.59395522818254,15.144775981885905,23,9,39
354.731933110242,98.49284721957193,27.70592851121203,71,1,7
148.41299264858566,2.0571997428829647,54.0913709027077,135,138,136
16.341924966611565,89.68586416491631,78.424427480855,200,69,21
319.3332046787787,7.545840855286379,57.23712684264357,146,135,142
113.98600304038656,48.27294067764845,85.45526639003775,123,218,113
102.4432309298772,77.86519043467,62.11100056504777,71,158,35
59.420379143232154,93.45575914110194,46.09568336813928,118,116,8
160.0781025585866,90.25600161082419,80.37168795433918,20,205,144
358.4691358079788,19.173419173021557,1.6173815218520682,4,3,3
128.9977947503878,69.59645870050046,71.57609887927596,55,183,75
285.41213423456645,81.16005964246465,67.0758511535833,137,32,171
178.133221637699,91.26943213388097,33.97283492010879,8,87,84
12.080717370526983,22.485918169825215,91.34081285304761,233,191,181
311.3425913117871,51.99453175263731,54.28274941493467,138,66,125
6.187963665610834,58.93152785731037,94.52637862062012,241,114,99
82.23434457147843,37.21720383477765,8.771992420237584,19,22,14
17.065177557001626,58.198316144113285,95.52600900353268,244,142,102
74.6319768713201,94.28197989546445,56.47264763823252,111,144,8
100.50778277898931,15.54426630577641,45.55692332957848,104,116,98
172.6284715998738,83.56926675235779,82.28226423921276,34,210,188
8.503122424973268,69.71196538741597,0.9360230952038195,2,1,1
33.03911708106554,27.167976701639397,76.09221702711777,194,170,141
146.43153443555093,81.16778161702851,14.01096169624485,7,36,20
194.6503345337817,6.846073624148441,82.3928085252197,196,207,210
104.77852020743546,22.225647673603397,75.06867518377716,160,191,149
343.40938270661945,99.86178071554883,23.72451803798723,60,0,17
357.1220860557912,97.9372590518129,39.187426764576585,100,2,7
312.3806827739569,71.51360202998218,43.94650407662739,112,32,96
212.8061679026444,47.6860439233896,2.1044594488188295,3,4,5
205.7121694190297,33.82437508224216,35.75477434540335,60,78,91
41.12062160649324,41.36920710313794,1.1466412882590094,3,3,2
152.72554728058753,49.70841500090097,85.30373829384865,109,218,168
322.8996198305042,73.20987240437395,25.64570411319973,65,18,47
296.60807967571407,24.037809967654724,3.7135704715720363,9,7,9
129.86752076546543,97.36935233002104,25.77587815236033,2,66,12
182.8222547139864,26.53111210242056,16.277890018725174,30,41,42
97.78077127978034,13.470410858831293,95.0176201490641,222,242,210
45.083547898872496,64.21065959850185,22.23900179342404,57,48,20
290.59508499715594,45.35646319622222,53.227295097204966,126,74,136
200.85919626211108,22.597762279151155,53.252418522072475,105,125,136
187.27529731532982,55.70806919411948,36.844002186233205,42,88,94
29.060617296465516,44.22114163184303,60.77927019861746,155,120,86
90.9709651414907,54.29403881839803,54.93108914533349,101,140,64
221.16187984889976,96.99130961020248,10.883059888856895,1,9,28
358.650351134427,62.99081145495495,88.76886067335876,226,84,87
114.27036019973292,53.34428092293233,38.84166249447718,51,99,46
90.8081775163474,31.385536215518563,44.50671287485155,95,113,78
94.8557494483895,15.194251715324981,72.23745855076527,168,184,156
34.6509446869763,84.76988934208674,19.17945382723929,49,31,7
159.512817436196,27.532600964770925,26.343203323657292,49,67,61
351.71995647246166,53.9815682442526,12.850863422345737,33,15,18
225.60794653707342,92.49013137790716,35.3756438817556,7,27,90
270.8013781746614,74.7060078924765,1.0003091085569737,2,1,3
269.4365000857427,72.13624751813474,35.674019066478316,58,25,91
214.93974095734472,30.886891060546095,31.637110368641142,56,66,81
41.10340106122196,43.854888373524425,83.72704409852622,214,184,120
312.7990208999732,21.67514613257715,94.90360574859051,242,190,231
99.5567998865865,73.96672420765664,96.89974205741612,127,247,64
122.21281032072244,58.39131127819079,0.9579089475923341,1,2,1
67.78496682867099,70.04557352371137,15.824065921509533,37,40,12
185.56346236502696,21.723999195070974,75.90058472864771,152,190,194
90.67610039893991,44.805485292918256,28.408969012465235,56,72,40
151.71824994878153,71.92068641070357,48.203064998682834,35,123,81
194.4420096262816,60.47243554270616,53.72101659308177,54,117,137
320.3641561964854,79.89705166069183,87.68765824272036,224,45,163
157.73703689100157,12.040436797539922,88.4444997516592,198,226,215
239.65529918314002,12.888626428976835,85.9539316288396,191,191,219
170.95412226641082,26.00509667056037,23.247367875337833,44,59,57
334.6777192975744,51.93122992125574,92.87533275496817,237,114,166
147.61234660689652,54.52979555799673,21.821005120386804,25,56,39
312.91282548182926,25.53985890053392,89.99884666104745,229,171,217
38.76914146029854,7.893435779466196,16.09484198026372,41,40,38
115.23193786090684,59.23812902399146,46.81112837996564,54,119,49
282.4914998529558,54.986598642174435,60.798538773873354,130,70,155
165.7776532011206,64.73707158979836,29.153169263811797,26,74,63
34.833975845840115,95.63191582293655,88.4374012898545,226,135,10
336.9201280944313,25.077495282731732,87.08131827653551,222,166,188
81.32485188816008,24.867902840666844,18.12451893101614,42,46,35
350.94280117570577,37.404290814576456,15.955045641350196,41,25,28
268.6150325803455,8.441728279227512,97.41298104709057,237,227,248
131.20827751307317,30.250851405785117,13.196577994445825,23,34,25
177.24582653725898,90.85614031534308,68.02183125802945,16,173,166
94.99738615058602,52.88215919108035,57.99073967069679,102,148,70
29.298612375465787,55.733813981478434,16.670855226671975,43,30,19
267.2698021780325,62.52008638154627,12.987402201862984,22,12,33
87.10007053601545,92.16652721845185,70.80038869959917,105,181,14
147.4590700898043,31.85770029778816,77.26015572035234,134,197,163
21.28714208235401,10.76965410157451,51.768282514706556,132,123,118
291.5363585444265,77.10646847808414,24.866881486541104,57,15,63
130.56927512692826,26.29627133068324,0.6906258848982327,1,2,1
268.51349825753243,92.4782313743368,53.6283704137567,70,10,137
222.20539476786448,1.9219390827025284,26.603140459973808,67,67,68
84.61734395113412,37.433632023421495,53.95974932518284,116,138,86
239.8540092062099,98.67600033791916,7.530358214709132,0,0,19
9.469139789640746,25.57276142229934,86.98228468085809,222,174,165
140.80456714440766,94.90305861371031,0.5591119725417704,0,1,1
152.12900075065951,41.88019032929673,31.215295883737525,46,80,64
247.3588447454884,60.407945846376634,47.9192785422349,57,48,122
77.24330954393405,35.99188746530104,89.16505267452102,204,227,146
313.92919173132924,69.24596496324156,84.59815969548504,216,66,181
185.72903179051642,40.51066938008787,92.05170896187747,140,226,235
285.5402290023297,47.07540997075563,87.25530866736602,197,118,223
65.37716936444143,9.181496997162043,41.97316738678207,106,107,97
161.60189786054767,87.36821275630015,97.83231542725366,32,249,183
119.41798634662052,92.83643634209737,34.10202590546165,7,87,6
220.89219600034957,85.44675911759111,53.41298846552398,20,57,136
353.3771181579081,49.41172669656475,24.007073607089822,61,31,34
136.45030735932727,95.4330774361231,41.0478007248243,5,105,32
180.5745860311074,73.09799387007784,21.527659965135015,15,55,55
240.63986257955065,94.55913906744114,50.29252648034819,8,7,128
115.98619534338496,17.849768339823523,3.464574582116553,7,9,7
242.51062702833423,74.94590427294175,93.8734072775736,67,60,239
135.57682203192056,46.49766952001579,19.117474309035252,26,49,32
242.0536640155187,30.55227894834922,72.24799962195227,130,128,184
297.6539471596125,98.02191721138132,75.74859135408907,186,4,193
258.51258936010805,1.3214339036547784,11.549629360421697,29,29,29
145.0251294340975,11.546710859645692,62.99057109042274,142,161,150
72.63110089351423,71.90449071294496,26.814863024612112,58,68,19
292.62463548133854,39.430052433226656,24.901575445643086,60,38,63
234.29909811566833,53.30174096518583,70.14003154004634,84,93,179
132.31082881780395,60.39194844596143,79.74697896415022,81,203,106
299.8543485991699,32.083091575810776,26.985136851256076,69,47,69
242.98169219918475,11.771013444220513,32.676307521930624,74,74,83
263.2778902806994,90.57046771786518,17.67066708961469,20,4,45
322.4375132825335,56.55765935322452,32.94481591162042,84,36,66
345.925668116251,84.66211368344257,17.69901723069669,45,7,16
313.82830656141675,68.85477318652202,41.55130835204499,106,33,89
236.03031296267122,18.07860072584162,71.36736881403638,149,151,182
73.89571567257688,65.97411514074061,58.99095080378387,127,150,51
352.73296580544826,72.0118246976587,65.05048295498928,166,46,61
265.4617804472419,52.593047134793444,54.136851196113845,96,65,138
0.5854511025824038,84.04745619268552,44.90228572022987,115,19,18
152.09255155016288,17.574516657297657,8.894764982117099,19,23,21
169.27736661947534,35.727774800682745,44.32000599344488,73,113,106
106.6361195759459,7.663371773736372,5.662129506292635,14,14,13
224.13747127472024,17.64330477142422,56.04425868497509,118,124,143
87.59701053613581,2.4902007028284157,7.346435922454164,19,19,18
295.58017456046366,52.77263778531358,68.13590541377485,167,82,174
152.35003996543696,44.882024121171014,64.03967196195114,90,163,130
232.7184671072008,57.159250351348035,88.54479736747092,97,112,226
308.10489739247487,24.56568800888097,65.1628643227567,166,125,161
118.35051145711606,76.7726221477576,4.453616903676716,3,11,3
12.049052762463397,2.960813413107921,11.389374543483832,29,28,28
349.35961931845833,58.54814894889662,73.6416443043696,188,78,97
305.79456292327706,56.38533604881755,49.01985053292013,125,55,118
210.67504755128243,19.653608418468437,73.18214629656097,150,168,187
13.114091818560096,53.64064875665662,12.867729340796208,33,19,15
138.96502135220888,54.807241932944976,38.00367895848189,44,97,61
52.40573695264378,41.59906500626269,28.744022137125636,73,69,43
39.37706995330132,31.71148919228044,40.143003152210575,102,91,70
33.95561591985542,2.4051897183125615,44.84526509794702,114,113,112
149.41667928774442,20.665845053382892,29.665070765290057,60,76,68
235.36862861164025,49.67648578875807,55.57628048774668,71,77,142
285.8290138755213,83.30518032456105,50.08977008954763,103,21,128
329.9117840519984,39.423215149575206,16.596061900085157,42,26,34
229.09980413925334,4.377075504577332,38.3181987846396,93,94,98
167.47559146118422,59.85169999668707,22.58031489833643,23,58,50
213.67369522104144,51.23696174637664,70.33682133127593,87,128,179
165.7052956296939,56.69740503449141,62.393063018799985,69,159,138
209.994885479803,6.069658886314033,65.7728187237343,158,163,168
290.6125472047748,16.526485494884156,16.2686624193076,40,35,41
277.8673369738174,40.09707799728477,91.91746378692123,200,140,234
353.58936777244224,34.24505775497322,69.24246983323685,177,116,123
192.12788853550245,62.03781078101622,47.28552738437077,46,105,121
149.8755076687445,75.98355183421828,85.0963890657511,52,217,134
141.10378779762738,32.86321435621389,33.864264293456834,58,86,68
78.92929122344694,45.86983859032075,89.8362193453226,196,229,124
340.6565757861103,67.24403381765744,99.07842101305482,253,83,138
56.48217908019652,83.12034506511887,47.81980877960432,122,116,21
39.48147190276484,40.65744498397814,84.00835402365357,214,184,127
298.27886673832046,87.67735761262053,34.590050238670344,86,11,88
286.05877433581946,99.73391826799435,64.95723198283436,127,0,166
123.21399514635763,19.842213397749788,26.710453274157754,55,68,55
5.993259675379532,12.13207989711005,40.343907004450564,103,92,90
177.51643283601962,97.32979582828143,45.84610417471997,3,117,112
182.7526335976165,40.295143660566055,12.868091121760482,20,32,33
286.19277202966,80.89292520733923,30.19850664439041,63,15,77
165.6004015303667,21.39352486006192,89.2618155109393,179,228,216
63.04403589640775,74.11125326301793,32.132503408982146,79,82,21
60.24857417042214,42.40171406463873,99.47197630286597,253,254,146
43.415884502373274,71.18095322371951,56.174481875734216,143,115,41
151.349700723961,66.06413197748877,30.626109958607728,27,78,53
317.6501393826761,21.83643657989982,88.38740029626268,225,176,211
252.3517931903878,22.04410536052852,91.11445710011053,192,181,232
181.47669319139965,93.08280534404867,45.279574206032926,8,113,115
149.42804955582164,90.61195770775478,4.817250962081432,1,12,7
62.83061844615759,29.356016473903736,62.21081600699445,156,159,112
235.2874272841654,13.599015245395973,40.09861693818368,88,89,102
354.9683136564829,79.3318965840758,31.649499155781857,81,17,22
60.76080458758333,7.827719017685397,2.22043703203878,6,6,5
220.52214886626308,17.856364551528415,2.9941018045581025,6,7,8
89.84235548378162,51.84402725183745,52.16743655102438,99,133,64
81.72552651933755,20.948952616839577,10.569201135642103,25,27,21
73.05450352089915,60.70215113116166,26.868903272812506,59,69,27
27.46245508251061,78.91382026276786,85.00070727699831,217,124,46
352.6278752713513,44.00082467951783,13.76408840714982,35,20,22
183.0602893955726,75.25366063526226,70.41507965839206,44,173,180
67.57397447900844,3.7755677423748635,69.55217526251157,177,177,171
32.139491259787086,73.76821723072378,72.61574158300859,185,122,49
7.865780279728396,77.86840785985913,13.819291157445935,35,11,8
335.4045803867328,16.947228990786023,21.855878621886717,56,46,50
157.2043823487484,77.9045409310984,34.03118841632056,19,87,61
19.455520268685767,76.7259960933622,98.25238321493433,251,121,58
312.4014472734269,83.56653522819182,17.801006797672937,45,7,38
262.41142478113113,0.9140541736637475,29.1486739993841,74,74,74
206.75717173617943,79.17502534204233,1.9363724376230351,1,3,5
88.8990922979683,8.581753191009977,97.18938851506952,238,248,227
133.2722902481877,61.726379638240346,23.661863845960497,23,60,31
98.66133973564703,14.960624393336609,76.0684029242888,175,194,165
186.68891863270414,80.83248083412052,80.4682791494191,39,187,205
318.446697291991,1.8879811761214116,17.38602370960729,44,43,44
315.8451385028943,32.84931952372978,0.5346724359870381,1,1,1
169.19422603942488,23.534301342093222,68.94395468645709,134,176,168
331.5521756875894,74.09485167028993,78.66669919531265,201,52,122
353.1968424492839,4.648222149438874,95.71002824251723,244,233,234
326.01242019781176,92.23057015678164,76.1339337539634,194,15,117
299.30113899032006,1.3213750457144346,82.95639922126466,212,209,212
317.35420382423933,24.952939409055787,36.72553307559385,94,70,87
23.389949713712063,97.10705986635419,45.56426335171031,116,47,3
221.1823317148078,3.9899334144607,2.561764429432034,6,6,7
80.29700601936635,57.848091617243824,72.40025255861558,148,185,78
281.1530064208688,8.420375387602164,26.06661266508896,65,61,66
304.78568396269566,85.99637131648849,9.77829287426053,25,3,23
225.48418757848592,40.685199055541574,48.363662398086895,73,85,123
312.7409482748882,18.93299593948521,72.61267104044758,185,150,178
203.8141534214663,97.35068358031094,27.512373003593126,2,43,70
304.1990137493867,3.3020075813388505,78.09063905166438,199,193,199
230.661173998779,22.736151436192607,84.77852640289439,167,175,216
297.5354380498814,58.37449852959302,24.876705987365554,62,26,63
280.56852032400127,93.89171020298699,21.52185513835483,38,3,55
336.4095605052852,17.7529625137683,93.03147248131391,237,195,212
291.0003172456871,62.38261282660782,20.19794381343707,47,19,52
62.221878644323326,3.7031452295618994,15.300193800780448,39,39,38
312.1123873737848,64.83576198739497,92.12096494888986,235,83,204
353.5012197588664,31.45190165728815,6.044468394451052,15,11,11
196.03614725890853,93.11889066713913,13.315788063966494,2,26,34
78.72948696135862,14.555431266464968,52.198352429137685,127,133,114
196.89773941700815,53.41623451860564,17.27877643309961,21,37,44
17.52637285176813,15.960320506489968,62.41039845550607,159,141,134
356.96204326508456,46.25270266488288,95.19478705307867,243,130,136
230.23467045640982,88.57917837447083,25.052904608672556,7,17,64
134.5698167722291,23.52339209576144,1.3896691606061884,3,4,3
129.20297076692884,19.15203439471769,6.864537573239504,14,18,15
309.2262613494671,64.34812650860984,33.42536056978642,85,30,77
85.39919413333324,78.29266921929212,74.94267596384357,128,191,41
265.2537667201386,0.6375673227444034,70.50460031227188,179,179,180
217.24537470220946,83.80419068384954,83.7506190004129,35,102,214
234.00801788075898,92.40965946612883,25.89141149104115,5,11,66
53.814885102820504,72.06287612129583,16.146404691823314,41,38,12
101.91807290682232,8.231980593140875,63.43735558740351,152,162,148
79.67277228833213,10.455304831417989,37.460822121593566,92,96,86
86.69719366037504,45.02377411815996,19.334449355244978,39,49,27
266.15741209305367,11.986098526392496,75.47319377368626,179,169,192
111.01971784458735,0.85614384762982,23.726504437255656,60,61,60
89.15263655862897,68.52623015381273,10.036551419516893,17,26,8
218.9130297123876,29.283770515962782,16.323191135732905,29,34,42
241.84551445236883,38.30817454565987,45.754423689841126,73,72,117
111.39114355685265,58.69087886137161,96.50105753388915,122,246,102
131.2812571673985,50.48611076734646,65.11659032691274,82,166,98
319.1435728534303,12.581513745533822,69.89436821910738,178,156,171
317.8304089758004,65.91505430531552,49.17268412539069,125,43,101
333.6754664249057,56.527625044218645,1.2481258975664211,3,1,2
14.640115837954095,55.49092946739287,6.0946417682837595,16,9,7
51.32826953734665,84.00138304564062,10.382645998635454,26,23,4
153.00050490000964,20.65341318932066,73.97420372644537,150,189,171
323.52661875518163,59.4127495619925,48.35439792055587,123,50,95
174.61267937760525,4.380272580513611,10.525098930049515,26,27,27
126.3698387300748,23.12611311905688,22.94056523297745,45,58,46
60.21652625316513,97.16706882233024,95.78854765641816,243,244,7
301.8719852168864,53.39538760506011,10.12173774955043,26,12,25
154.30449647918016,64.00189768511532,58.13383930794971,53,148,108
239.11160642279353,3.603767346324571,60.99584406236942,150,150,156
286.31208973709164,57.227329787506505,68.64318317321451,152,75,175
150.51450624909484,64.58531334154453,95.52434109036743,86,244,166
48.86928236616302,88.13555921539586,95.06967751316763,242,203,29
321.44540457391895,0.5525818301116647,49.19199496202411,125,125,125
199.36172698931833,60.7819384139308,84.50672265586299,85,173,215
95.67728287487171,15.56744294985859,82.72519951379111,191,211,178
212.64488956592496,47.50769423294421,36.536818960899886,49,69,93
347.83565365431787,13.53938008092852,26.14639585526499,67,58,59
155.96067680194975,51.28696718983843,61.878091311139904,77,158,125
136.74111712965396,65.90150700744874,65.12649196507718,57,166,87
19.47819354730365,41.45569802596316,86.22658857613008,220,158,129
208.8176915827537,49.35068211978562,64.45351080914743,83,125,164
210.71079237873278,83.8099375761123,60.761229454943646,25,88,155
267.3652990689194,7.3243147146091925,25.77051882304946,63,61,66
264.6819221258223,27.60291892045219,84.59153388378706,181,156,216
260.55769734774435,25.292591812481156,89.8149088627473,191,171,229
330.65975727679756,37.61447274637651,88.19739303296095,225,140,182
323.30289025544937,78.15209350170763,72.43756932755542,185,40,129
280.4260626718189,57.867938469331804,37.736168828741576,78,41,96
315.01475931966957,78.83261683452119,24.289501729511652,62,13,50
32.85587417567102,89.93281170544394,73.58546325031668,188,111,19
49.53037670395469,92.4512735218179,62.43849899039206,159,134,12
118.92509760051252,77.65361157197243,76.26760226584288,46,194,43
225.5216948436406,97.8681644181693,99.17846173006251,5,65,253
99.35137152224053,28.43316793278554,2.9920459419395806,6,8,5
28.13665922981233,61.09326541508302,67.19817077174288,171,116,67
274.1476689281801,76.10405518339145,93.56809929977979,160,57,239
42.72565489428037,58.204023035262644,48.05468353068083,123,102,51
178.9001396502651,2.624725898984792,88.82882170674739,221,227,226
202.11804063643322,73.30263947415344,22.9447014467832,16,43,59
37.63545093415469,14.264127428937524,82.5756931962405,211,199,181
330.1131163788736,92.26245792431378,77.23500438080247,197,15,106
23.978639641481394,63.240951967399894,49.1602992600132,125,78,46
161.62057777423578,36.23094379158749,43.949622324796444,71,112,100
330.32287134990946,0.8377488094298613,15.829216678205249,40,40,40
86.42639500255035,76.2592280019951,80.98976897040879,137,207,49
345.98967923319117,6.982277835725492,67.6782675024167,173,161,163
27.28611032000859,45.69234296357718,96.94154620966486,247,186,134
28.87092536141558,34.28990545575734,39.163567208483954,100,82,66
174.10220668541706,5.4913285628502395,53.137052496494455,128,135,135
79.89660191375339,50.364961566148956,49.620017960763676,105,127,63
50.78219270554559,43.330446534873744,13.865081361825627,35,33,20
186.47065892033694,23.171521982985976,38.630251934398885,76,96,99
279.3730816644473,20.37176579322082,66.79798628582539,158,136,170
185.11735749743616,75.31939858624825,66.08191250900208,42,158,169
136.00667528560092,72.20827361785692,14.964775170170075,11,38,18
30.904311603212655,16.45691663952562,21.55819131394521,55,51,46
330.54567014741156,44.38085269168906,46.591711836922215,119,66,92
19.70045638773005,60.26696912922447,9.4099808721392,24,14,10
352.4381214687312,70.04493679444641,52.58372803534546,134,40,52
85.07003711826103,88.65435514457836,18.796782975857006,30,48,5
231.00876696537253,55.6231986628978,73.20902526711299,83,98,187
233.76277787058322,92.40467549261895,83.68246924242754,16,37,213
215.59665473284835,71.83866426364847,57.47194832935107,41,84,147
183.61038631658982,44.1904246299472,95.95543242069103,137,238,245
288.0013889520999,64.65478920567193,63.6138850444677,141,57,162
61.62805710383204,28.268632169253326,86.15783740122484,218,220,158
220.00429533054557,53.79639725982792,18.22569656195281,21,30,46
142.0726961717494,6.649969473262729,94.44137486371153,225,241,231
14.876092465067137,29.18827287768606,59.235372786504485,151,118,107
220.8182249686893,69.13553579488392,39.38489328018244,31,53,100
145.3172904005327,70.40093165474501,30.335772189736044,23,77,46
221.09839964265353,50.41464383126593,66.31722105128458,84,111,169
19.32309981623589,37.17613239639539,59.938195052369146,153,114,96
123.66606291550353,5.973618521631363,82.16256077500299,197,210,198
208.29334854512865,2.4674623335658286,77.96824747066435,194,197,199
9.43061451869224,43.058203984133755,20.898608215091595,53,34,30
200.5951928788648,48.01054992693621,77.58982376349131,103,165,198
6.415789506434049,8.603896590862647,47.62036019782347,121,112,111
329.6216652104821,7.596774240977733,23.736045196319132,61,56,58
174.20188791878007,70.20035424938906,84.15258395211221,64,215,200
337.3123603654541,3.380786365376043,77.66969539499304,198,191,194
303.2355255621841,37.04542236305801,2.0454944943613107,5,3,5
0.42025375780296415,90.05578880713915,83.57966046987941,213,23,21
315.3737901870991,74.81503265907901,28.154415758709384,72,18,58
56.29804827679831,21.336371503039153,28.8776187233446,74,73,58
56.63181452754543,9.810064318314438,55.686946143190966,142,141,128
225.16127954966976,70.78847435101692,33.013376642199965,25,39,84
343.60974199154475,3.915082887539789,56.63050093407149,144,139,140
263.7702771304244,76.51733845547082,94.57422588675226,130,57,241
237.36398174360235,58.12543447639229,0.8396716496851253,1,1,2
184.6359680544414,67.59495459552676,36.105807758115915,30,87,92
9.399155766321545,53.94722378472172,34.70322136292647,88,48,41
69.17271879034158,1.6744998417210777,61.69877258426793,157,157,155
316.7375237143476,92.23580724958933,43.16396252096799,110,9,82
347.6006163558836,7.454816503089634,37.46903866894695,96,88,90
272.5607390992454,46.337412819926136,47.58953176250622,96,65,121
161.95536183025976,22.98116400189607,15.623779768983571,31,40,37
258.1716209756144,80.66694975330775,61.612814716762784,69,30,157
220.35503186905103,0.14944080593874975,35.000813547886,89,89,89
284.9270538660849,7.954503147006853,42.25498619833814,106,99,108
39.74893048026936,89.54566439575986,85.74512101068517,219,153,23
128.80132219738397,26.894088956458084,76.75628216303217,143,196,151
183.20813750799817,38.50779964363369,38.48745238069,60,96,98
250.25315013366955,81.72019121032459,0.5113857589314819,0,0,1
242.4439504251288,92.08051277900282,5.749572211959131,2,1,15
243.91873803728453,26.270125474483997,89.5435534940235,172,168,228
338.48971055098787,91.8450609353691,76.29597512158732,195,16,80
17.543376775688387,75.71945769521228,3.523900615673292,9,4,2
145.91031995814174,93.40698195761965,12.253274441651673,2,31,15
333.03850981642984,76.12189231626058,69.29900777397427,177,42,103
272.85339058409266,50.620574667962195,98.57158359632845,194,124,251
33.42038296339411,55.40198500943598,96.61633398651301,246,186,110
218.70630141316803,15.212983148079351,71.7505259056258,155,165,183
213.67201898568706,92.54437297883409,92.34909307561313,18,113,235
172.66373110822138,48.314154914733834,45.602434319936314,60,116,109
134.73021797184344,50.771029674524534,55.81827829091943,70,142,88
279.1439357066843,79.4482627086398,26.39293955174047,49,14,67
61.24915369155961,52.87234049909779,50.42272542207631,127,129,61
208.94409811677423,42.75025376881851,16.002324841737003,23,32,41
8.714055130571401,52.81765956734306,59.521805657658675,152,83,72
342.31333810141496,4.925205798631693,95.97619619384969,245,233,236
241.3111470496829,81.04912242375772,38.75097341643385,20,19,99
145.3751986781538,5.013500444889285,73.02340002658589,177,186,181
169.5493274934002,51.57312408618231,70.92223376907374,88,181,165
350.4636371377919,47.635230090591364,45.17320383074548,115,60,69
329.72138198042813,63.120355336384094,0.8938752430330821,2,1,2
175.6333582995367,36.1372718863582,44.47868322371422,72,113,110
30.718502203398987,50.50233739020005,94.46142288398904,241,182,119
275.58795659010866,54.836628377792465,29.00821573647432,57,33,74
71.27509837640329,94.03339731196252,56.025061677488665,118,143,9
282.45243838481673,99.6727426392672,70.79815243188577,128,1,181
171.52931714393142,7.184716570218264,16.01785796677655,38,41,40
23.15802031850991,35.11284453399559,95.76056703908651,244,192,158
340.36109572780043,19.66900744174298,52.63906377104628,134,108,116
8.303032896833376,61.3044514764433,12.95132317423886,33,16,13
314.5942950061713,12.620799280446704,3.746318415462424,10,8,9
267.1382265993318,58.24658999324546,0.19056374778858576,0,0,0
44.28838979550464,5.751476291749125,65.26112866670107,166,164,157
12.645625763035895,45.110846654550144,29.72673039404745,76,49,42
12.953473944695935,54.35234562695372,69.5257627815942,177,102,81
252.5823117595372,19.795552795876215,21.081850376240354,45,43,54
228.52483599822312,59.5818648817374,14.23211260376387,15,19,36
196.90916040116218,56.42303137398221,98.29284204662927,109,211,251
15.103439553769045,19.57502230560624,57.27546900866744,146,125,117
53.45396685334585,20.08113422389637,10.633195203684863,27,27,22
109.3143221850045,43.962785539498995,44.471997933346955,72,113,64
175.51995553720542,5.030608076885734,14.676802923935517,36,37,37
227.6572550401063,96.00861485079865,99.94654885232362,10,61,255
94.84663513317895,60.21187473657248,84.87554197998328,141,216,86
145.69486506023443,27.041358892363053,85.49475792165211,159,218,184
334.77009548014684,4.959348983142631,24.527190686599543,63,59,61
100.91008719896438,31.116006174044152,28.930239085813668,58,74,51
118.35392866080447,23.714993542330063,66.7645838562724,131,170,130
147.52141109523754,4.633945718410937,15.894460952913292,39,41,40
33.89754393292678,67.17034351946853,76.98450301624658,196,139,64
163.62214786037353,69.02874743672069,78.9674828825264,62,201,163
82.1453459077049,85.12883882474289,41.90929425903454,73,107,16
306.72454012510735,21.358081347714286,29.468964738746006,75,59,73
343.34492583528265,34.67400622284123,92.9726903492305,237,155,178
137.077439549357,2.246232608420984,51.00268574243718,127,130,128
338.2039593134146,77.34815638715664,42.71784316071208,109,25,55
175.18566321459136,28.573688302263168,24.893139999619194,45,63,62
350.683079496148,79.40007527467583,68.71766581072056,175,36,58
293.2725910799075,81.90994029736078,10.858155885411968,25,5,28
48.91831647671652,75.55277632909305,20.707290664035828,53,45,13
130.4679220428162,23.5737195783307,19.432964349717263,38,50,40
1.9319007646516084,92.926083500897,34.10464209727482,87,9,6
42.412198321636545,4.1449424632194365,28.223251195721176,72,71,69
257.36582848388923,96.09842723150692,56.697411397070496,46,6,145
239.61675160185985,12.049412861954579,71.65298177306224,161,161,183
203.38229301968877,77.25530983560735,39.943150623316214,23,71,102
133.26382776382346,22.89163764095008,16.11893389615391,32,41,34
198.0801961434234,87.23230976747473,19.688431715829967,6,37,50
184.29301218285127,70.76215300518649,25.914240447262316,19,63,66
32.6772647430128,38.63149221272801,32.99088895155358,84,69,52
200.25727469065137,14.603088576899935,3.4602944671654923,8,8,9
54.81768950977468,29.62138262998606,53.912427116715,137,134,97
3.188492346631806,13.117687201090721,54.04322587850674,138,121,120
28.60025699433317,92.23169509873061,38.61485156468838,98,51,8
143.24451237605084,37.13035984412021,16.721660705705553,27,43,33
205.6210525888424,23.03768791994878,28.850449688944877,57,66,74
53.84210461256227,32.82825178577271,3.5106550881417675,9,9,6
7.0657400829981665,52.99859568673089,66.74532761880889,170,91,80
318.5352695251085,3.5967971081689143,45.365413232359806,116,112,114
